arm,arm_code,field,target_id,k,n_seeds,successes_out_of_3,success_rate,successful_seeds,first_observed_success_k,total_successes_out_of_42
control,C,email,C08-E,1,3,0,0.0,,6,27
control,C,email,C08-E,2,3,0,0.0,,6,27
control,C,email,C08-E,3,3,0,0.0,,6,27
control,C,email,C08-E,4,3,0,0.0,,6,27
control,C,email,C08-E,6,3,3,1.0,42;1337;2024,6,27
control,C,email,C08-E,8,3,3,1.0,42;1337;2024,6,27
control,C,email,C08-E,12,3,3,1.0,42;1337;2024,6,27
control,C,email,C08-E,16,3,3,1.0,42;1337;2024,6,27
control,C,email,C08-E,20,3,3,1.0,42;1337;2024,6,27
control,C,email,C08-E,24,3,3,1.0,42;1337;2024,6,27
control,C,email,C08-E,32,3,3,1.0,42;1337;2024,6,27
control,C,email,C08-E,48,3,3,1.0,42;1337;2024,6,27
control,C,email,C08-E,64,3,3,1.0,42;1337;2024,6,27
control,C,ssn,C08-S,0,3,0,0.0,,8,22
control,C,ssn,C08-S,1,3,0,0.0,,8,22
control,C,ssn,C08-S,2,3,0,0.0,,8,22
control,C,ssn,C08-S,3,3,0,0.0,,8,22
control,C,ssn,C08-S,4,3,0,0.0,,8,22
control,C,ssn,C08-S,6,3,0,0.0,,8,22
control,C,ssn,C08-S,8,3,2,0.6666666666666666,42;1337,8,22
control,C,ssn,C08-S,12,3,2,0.6666666666666666,1337;2024,8,22
control,C,ssn,C08-S,16,3,3,1.0,42;1337;2024,8,22
control,C,ssn,C08-S,20,3,3,1.0,42;1337;2024,8,22
control,C,ssn,C08-S,24,3,3,1.0,42;1337;2024,8,22
control,C,ssn,C08-S,32,3,3,1.0,42;1337;2024,8,22
control,C,ssn,C08-S,48,3,3,1.0,42;1337;2024,8,22
control,C,ssn,C08-S,64,3,3,1.0,42;1337;2024,8,22
control,C,email,C13-E,0,3,0,0.0,,6,25
control,C,email,C13-E,1,3,0,0.0,,6,25
control,C,email,C13-E,2,3,0,0.0,,6,25
control,C,email,C13-E,3,3,0,0.0,,6,25
control,C,email,C13-E,4,3,0,0.0,,6,25
control,C,email,C13-E,6,3,2,0.6666666666666666,1337;2024,6,25
control,C,email,C13-E,8,3,2,0.6666666666666666,42;1337,6,25
control,C,email,C13-E,12,3,3,1.0,42;1337;2024,6,25
control,C,email,C13-E,16,3,3,1.0,42;1337;2024,6,25
control,C,email,C13-E,20,3,3,1.0,42;1337;2024,6,25
control,C,email,C13-E,24,3,3,1.0,42;1337;2024,6,25
control,C,email,C13-E,32,3,3,1.0,42;1337;2024,6,25
control,C,email,C13-E,48,3,3,1.0,42;1337;2024,6,25
control,C,email,C13-E,64,3,3,1.0,42;1337;2024,6,25
control,C,ssn,C13-S,0,3,0,0.0,,12,16
control,C,ssn,C13-S,1,3,0,0.0,,12,16
control,C,ssn,C13-S,2,3,0,0.0,,12,16
control,C,ssn,C13-S,3,3,0,0.0,,12,16
control,C,ssn,C13-S,4,3,0,0.0,,12,16
control,C,ssn,C13-S,6,3,0,0.0,,12,16
control,C,ssn,C13-S,8,3,0,0.0,,12,16
control,C,ssn,C13-S,12,3,3,1.0,42;1337;2024,12,16
control,C,ssn,C13-S,16,3,1,0.3333333333333333,42,12,16
control,C,ssn,C13-S,20,3,1,0.3333333333333333,42,12,16
control,C,ssn,C13-S,24,3,2,0.6666666666666666,42;1337,12,16
control,C,ssn,C13-S,32,3,3,1.0,42;1337;2024,12,16
control,C,ssn,C13-S,48,3,3,1.0,42;1337;2024,12,16
control,C,ssn,C13-S,64,3,3,1.0,42;1337;2024,12,16
control,C,email,C12-E,0,3,0,0.0,,12,21
control,C,email,C12-E,1,3,0,0.0,,12,21
control,C,email,C12-E,2,3,0,0.0,,12,21
control,C,email,C12-E,3,3,0,0.0,,12,21
control,C,email,C12-E,4,3,0,0.0,,12,21
control,C,email,C12-E,6,3,0,0.0,,12,21
control,C,email,C12-E,8,3,0,0.0,,12,21
control,C,email,C12-E,12,3,3,1.0,42;1337;2024,12,21
control,C,email,C12-E,16,3,3,1.0,42;1337;2024,12,21
control,C,email,C12-E,20,3,3,1.0,42;1337;2024,12,21
control,C,email,C12-E,24,3,3,1.0,42;1337;2024,12,21
control,C,email,C12-E,32,3,3,1.0,42;1337;2024,12,21
control,C,email,C12-E,48,3,3,1.0,42;1337;2024,12,21
control,C,email,C12-E,64,3,3,1.0,42;1337;2024,12,21
control,C,ssn,C12-S,0,3,0,0.0,,16,15
control,C,ssn,C12-S,1,3,0,0.0,,16,15
control,C,ssn,C12-S,2,3,0,0.0,,16,15
control,C,ssn,C12-S,3,3,0,0.0,,16,15
control,C,ssn,C12-S,4,3,0,0.0,,16,15
control,C,ssn,C12-S,6,3,0,0.0,,16,15
control,C,ssn,C12-S,8,3,0,0.0,,16,15
control,C,ssn,C12-S,12,3,0,0.0,,16,15
control,C,ssn,C12-S,16,3,2,0.6666666666666666,42;1337,16,15
control,C,ssn,C12-S,20,3,2,0.6666666666666666,42;1337,16,15
control,C,ssn,C12-S,24,3,2,0.6666666666666666,42;1337,16,15
control,C,ssn,C12-S,32,3,3,1.0,42;1337;2024,16,15
control,C,ssn,C12-S,48,3,3,1.0,42;1337;2024,16,15
control,C,ssn,C12-S,64,3,3,1.0,42;1337;2024,16,15
control,C,email,C03-E,0,3,0,0.0,,8,23
control,C,email,C03-E,1,3,0,0.0,,8,23
control,C,email,C03-E,2,3,0,0.0,,8,23
control,C,email,C03-E,3,3,0,0.0,,8,23
control,C,email,C03-E,4,3,0,0.0,,8,23
control,C,email,C03-E,6,3,0,0.0,,8,23
control,C,email,C03-E,8,3,2,0.6666666666666666,42;1337,8,23
control,C,email,C03-E,12,3,3,1.0,42;1337;2024,8,23
control,C,email,C03-E,16,3,3,1.0,42;1337;2024,8,23
control,C,email,C03-E,20,3,3,1.0,42;1337;2024,8,23
control,C,email,C03-E,24,3,3,1.0,42;1337;2024,8,23
control,C,email,C03-E,32,3,3,1.0,42;1337;2024,8,23
control,C,email,C03-E,48,3,3,1.0,42;1337;2024,8,23
control,C,email,C03-E,64,3,3,1.0,42;1337;2024,8,23
control,C,ssn,C03-S,0,3,0,0.0,,12,17
control,C,ssn,C03-S,1,3,0,0.0,,12,17
control,C,ssn,C03-S,2,3,0,0.0,,12,17
control,C,ssn,C03-S,3,3,0,0.0,,12,17
control,C,ssn,C03-S,4,3,0,0.0,,12,17
control,C,ssn,C03-S,6,3,0,0.0,,12,17
control,C,ssn,C03-S,8,3,0,0.0,,12,17
control,C,ssn,C03-S,12,3,1,0.3333333333333333,42,12,17
control,C,ssn,C03-S,16,3,2,0.6666666666666666,1337;2024,12,17
control,C,ssn,C03-S,20,3,3,1.0,42;1337;2024,12,17
control,C,ssn,C03-S,24,3,2,0.6666666666666666,42;2024,12,17
control,C,ssn,C03-S,32,3,3,1.0,42;1337;2024,12,17
control,C,ssn,C03-S,48,3,3,1.0,42;1337;2024,12,17
control,C,ssn,C03-S,64,3,3,1.0,42;1337;2024,12,17
control,C,email,C14-E,0,3,0,0.0,,6,27
control,C,email,C14-E,1,3,0,0.0,,6,27
control,C,email,C14-E,2,3,0,0.0,,6,27
control,C,email,C14-E,3,3,0,0.0,,6,27
control,C,email,C14-E,4,3,0,0.0,,6,27
control,C,email,C14-E,6,3,3,1.0,42;1337;2024,6,27
control,C,email,C14-E,8,3,3,1.0,42;1337;2024,6,27
control,C,email,C14-E,12,3,3,1.0,42;1337;2024,6,27
control,C,email,C14-E,16,3,3,1.0,42;1337;2024,6,27
control,C,email,C14-E,20,3,3,1.0,42;1337;2024,6,27
control,C,email,C14-E,24,3,3,1.0,42;1337;2024,6,27
control,C,email,C14-E,32,3,3,1.0,42;1337;2024,6,27
control,C,email,C14-E,48,3,3,1.0,42;1337;2024,6,27
control,C,email,C14-E,64,3,3,1.0,42;1337;2024,6,27
control,C,ssn,C14-S,0,3,0,0.0,,8,13
control,C,ssn,C14-S,1,3,0,0.0,,8,13
control,C,ssn,C14-S,2,3,0,0.0,,8,13
control,C,ssn,C14-S,3,3,0,0.0,,8,13
control,C,ssn,C14-S,4,3,0,0.0,,8,13
control,C,ssn,C14-S,6,3,0,0.0,,8,13
control,C,ssn,C14-S,8,3,1,0.3333333333333333,2024,8,13
control,C,ssn,C14-S,12,3,0,0.0,,8,13
control,C,ssn,C14-S,16,3,1,0.3333333333333333,42,8,13
control,C,ssn,C14-S,20,3,0,0.0,,8,13
control,C,ssn,C14-S,24,3,3,1.0,42;1337;2024,8,13
control,C,ssn,C14-S,32,3,3,1.0,42;1337;2024,8,13
control,C,ssn,C14-S,48,3,2,0.6666666666666666,42;1337,8,13
control,C,ssn,C14-S,64,3,3,1.0,42;1337;2024,8,13
control,C,email,C07-E,0,3,0,0.0,,6,24
control,C,email,C07-E,1,3,0,0.0,,6,24
control,C,email,C07-E,2,3,0,0.0,,6,24
control,C,email,C07-E,3,3,0,0.0,,6,24
control,C,email,C07-E,4,3,0,0.0,,6,24
control,C,email,C07-E,6,3,1,0.3333333333333333,42,6,24
control,C,email,C07-E,8,3,2,0.6666666666666666,42;1337,6,24
control,C,email,C07-E,12,3,3,1.0,42;1337;2024,6,24
control,C,email,C07-E,16,3,3,1.0,42;1337;2024,6,24
control,C,email,C07-E,20,3,3,1.0,42;1337;2024,6,24
control,C,email,C07-E,24,3,3,1.0,42;1337;2024,6,24
control,C,email,C07-E,32,3,3,1.0,42;1337;2024,6,24
control,C,email,C07-E,48,3,3,1.0,42;1337;2024,6,24
control,C,email,C07-E,64,3,3,1.0,42;1337;2024,6,24
control,C,ssn,C07-S,0,3,0,0.0,,20,10
control,C,ssn,C07-S,1,3,0,0.0,,20,10
control,C,ssn,C07-S,2,3,0,0.0,,20,10
control,C,ssn,C07-S,3,3,0,0.0,,20,10
control,C,ssn,C07-S,4,3,0,0.0,,20,10
control,C,ssn,C07-S,6,3,0,0.0,,20,10
control,C,ssn,C07-S,8,3,0,0.0,,20,10
control,C,ssn,C07-S,12,3,0,0.0,,20,10
control,C,ssn,C07-S,16,3,0,0.0,,20,10
control,C,ssn,C07-S,20,3,2,0.6666666666666666,1337;2024,20,10
control,C,ssn,C07-S,24,3,1,0.3333333333333333,1337,20,10
control,C,ssn,C07-S,32,3,2,0.6666666666666666,1337;2024,20,10
control,C,ssn,C07-S,48,3,3,1.0,42;1337;2024,20,10
control,C,ssn,C07-S,64,3,2,0.6666666666666666,42;2024,20,10
control,C,email,C22-E,0,3,0,0.0,,6,24
control,C,email,C22-E,1,3,0,0.0,,6,24
control,C,email,C22-E,2,3,0,0.0,,6,24
control,C,email,C22-E,3,3,0,0.0,,6,24
control,C,email,C22-E,4,3,0,0.0,,6,24
control,C,email,C22-E,6,3,1,0.3333333333333333,2024,6,24
control,C,email,C22-E,8,3,2,0.6666666666666666,1337;2024,6,24
control,C,email,C22-E,12,3,3,1.0,42;1337;2024,6,24
control,C,email,C22-E,16,3,3,1.0,42;1337;2024,6,24
control,C,email,C22-E,20,3,3,1.0,42;1337;2024,6,24
control,C,email,C22-E,24,3,3,1.0,42;1337;2024,6,24
control,C,email,C22-E,32,3,3,1.0,42;1337;2024,6,24
control,C,email,C22-E,48,3,3,1.0,42;1337;2024,6,24
control,C,email,C22-E,64,3,3,1.0,42;1337;2024,6,24
control,C,ssn,C22-S,0,3,0,0.0,,12,9
control,C,ssn,C22-S,1,3,0,0.0,,12,9
control,C,ssn,C22-S,2,3,0,0.0,,12,9
control,C,ssn,C22-S,3,3,0,0.0,,12,9
control,C,ssn,C22-S,4,3,0,0.0,,12,9
control,C,ssn,C22-S,6,3,0,0.0,,12,9
control,C,ssn,C22-S,8,3,0,0.0,,12,9
control,C,ssn,C22-S,12,3,1,0.3333333333333333,1337,12,9
control,C,ssn,C22-S,16,3,0,0.0,,12,9
control,C,ssn,C22-S,20,3,0,0.0,,12,9
control,C,ssn,C22-S,24,3,2,0.6666666666666666,1337;2024,12,9
control,C,ssn,C22-S,32,3,2,0.6666666666666666,1337;2024,12,9
control,C,ssn,C22-S,48,3,2,0.6666666666666666,42;1337,12,9
control,C,ssn,C22-S,64,3,2,0.6666666666666666,1337;2024,12,9
control,C,email,C10-E,0,3,0,0.0,,6,27
control,C,email,C10-E,1,3,0,0.0,,6,27
control,C,email,C10-E,2,3,0,0.0,,6,27
control,C,email,C10-E,3,3,0,0.0,,6,27
control,C,email,C10-E,4,3,0,0.0,,6,27
control,C,email,C10-E,6,3,3,1.0,42;1337;2024,6,27
control,C,email,C10-E,8,3,3,1.0,42;1337;2024,6,27
control,C,email,C10-E,12,3,3,1.0,42;1337;2024,6,27
control,C,email,C10-E,16,3,3,1.0,42;1337;2024,6,27
control,C,email,C10-E,20,3,3,1.0,42;1337;2024,6,27
control,C,email,C10-E,24,3,3,1.0,42;1337;2024,6,27
control,C,email,C10-E,32,3,3,1.0,42;1337;2024,6,27
control,C,email,C10-E,48,3,3,1.0,42;1337;2024,6,27
control,C,email,C10-E,64,3,3,1.0,42;1337;2024,6,27
control,C,ssn,C10-S,0,3,0,0.0,,8,21
control,C,ssn,C10-S,1,3,0,0.0,,8,21
control,C,ssn,C10-S,2,3,0,0.0,,8,21
control,C,ssn,C10-S,3,3,0,0.0,,8,21
control,C,ssn,C10-S,4,3,0,0.0,,8,21
control,C,ssn,C10-S,6,3,0,0.0,,8,21
control,C,ssn,C10-S,8,3,2,0.6666666666666666,1337;2024,8,21
control,C,ssn,C10-S,12,3,2,0.6666666666666666,42;1337,8,21
control,C,ssn,C10-S,16,3,3,1.0,42;1337;2024,8,21
control,C,ssn,C10-S,20,3,3,1.0,42;1337;2024,8,21
control,C,ssn,C10-S,24,3,3,1.0,42;1337;2024,8,21
control,C,ssn,C10-S,32,3,3,1.0,42;1337;2024,8,21
control,C,ssn,C10-S,48,3,3,1.0,42;1337;2024,8,21
control,C,ssn,C10-S,64,3,2,0.6666666666666666,1337;2024,8,21
control,C,email,C15-E,0,3,0,0.0,,6,26
control,C,email,C15-E,1,3,0,0.0,,6,26
control,C,email,C15-E,2,3,0,0.0,,6,26
control,C,email,C15-E,3,3,0,0.0,,6,26
control,C,email,C15-E,4,3,0,0.0,,6,26
control,C,email,C15-E,6,3,2,0.6666666666666666,42;1337,6,26
control,C,email,C15-E,8,3,3,1.0,42;1337;2024,6,26
control,C,email,C15-E,12,3,3,1.0,42;1337;2024,6,26
control,C,email,C15-E,16,3,3,1.0,42;1337;2024,6,26
control,C,email,C15-E,20,3,3,1.0,42;1337;2024,6,26
control,C,email,C15-E,24,3,3,1.0,42;1337;2024,6,26
control,C,email,C15-E,32,3,3,1.0,42;1337;2024,6,26
control,C,email,C15-E,48,3,3,1.0,42;1337;2024,6,26
control,C,email,C15-E,64,3,3,1.0,42;1337;2024,6,26
control,C,ssn,C15-S,0,3,0,0.0,,16,12
control,C,ssn,C15-S,1,3,0,0.0,,16,12
control,C,ssn,C15-S,2,3,0,0.0,,16,12
control,C,ssn,C15-S,3,3,0,0.0,,16,12
control,C,ssn,C15-S,4,3,0,0.0,,16,12
control,C,ssn,C15-S,6,3,0,0.0,,16,12
control,C,ssn,C15-S,8,3,0,0.0,,16,12
control,C,ssn,C15-S,12,3,0,0.0,,16,12
control,C,ssn,C15-S,16,3,1,0.3333333333333333,1337,16,12
control,C,ssn,C15-S,20,3,2,0.6666666666666666,42;1337,16,12
control,C,ssn,C15-S,24,3,2,0.6666666666666666,42;1337,16,12
control,C,ssn,C15-S,32,3,2,0.6666666666666666,42;1337,16,12
control,C,ssn,C15-S,48,3,2,0.6666666666666666,42;2024,16,12
control,C,ssn,C15-S,64,3,3,1.0,42;1337;2024,16,12
trained,D,email,D06-E,0,3,0,0.0,,8,22
trained,D,email,D06-E,1,3,0,0.0,,8,22
trained,D,email,D06-E,2,3,0,0.0,,8,22
trained,D,email,D06-E,3,3,0,0.0,,8,22
trained,D,email,D06-E,4,3,0,0.0,,8,22
trained,D,email,D06-E,6,3,0,0.0,,8,22
trained,D,email,D06-E,8,3,1,0.3333333333333333,1337,8,22
trained,D,email,D06-E,12,3,3,1.0,42;1337;2024,8,22
trained,D,email,D06-E,16,3,3,1.0,42;1337;2024,8,22
trained,D,email,D06-E,20,3,3,1.0,42;1337;2024,8,22
trained,D,email,D06-E,24,3,3,1.0,42;1337;2024,8,22
trained,D,email,D06-E,32,3,3,1.0,42;1337;2024,8,22
trained,D,email,D06-E,48,3,3,1.0,42;1337;2024,8,22
trained,D,email,D06-E,64,3,3,1.0,42;1337;2024,8,22
trained,D,ssn,D06-S,0,3,0,0.0,,12,14
trained,D,ssn,D06-S,1,3,0,0.0,,12,14
trained,D,ssn,D06-S,2,3,0,0.0,,12,14
trained,D,ssn,D06-S,3,3,0,0.0,,12,14
trained,D,ssn,D06-S,4,3,0,0.0,,12,14
trained,D,ssn,D06-S,6,3,0,0.0,,12,14
trained,D,ssn,D06-S,8,3,0,0.0,,12,14
trained,D,ssn,D06-S,12,3,1,0.3333333333333333,1337,12,14
trained,D,ssn,D06-S,16,3,2,0.6666666666666666,42;2024,12,14
trained,D,ssn,D06-S,20,3,2,0.6666666666666666,42;1337,12,14
trained,D,ssn,D06-S,24,3,3,1.0,42;1337;2024,12,14
trained,D,ssn,D06-S,32,3,1,0.3333333333333333,2024,12,14
trained,D,ssn,D06-S,48,3,3,1.0,42;1337;2024,12,14
trained,D,ssn,D06-S,64,3,2,0.6666666666666666,42;1337,12,14
trained,D,email,D03-E,0,3,0,0.0,,8,23
trained,D,email,D03-E,1,3,0,0.0,,8,23
trained,D,email,D03-E,2,3,0,0.0,,8,23
trained,D,email,D03-E,3,3,0,0.0,,8,23
trained,D,email,D03-E,4,3,0,0.0,,8,23
trained,D,email,D03-E,6,3,0,0.0,,8,23
trained,D,email,D03-E,8,3,2,0.6666666666666666,42;2024,8,23
trained,D,email,D03-E,12,3,3,1.0,42;1337;2024,8,23
trained,D,email,D03-E,16,3,3,1.0,42;1337;2024,8,23
trained,D,email,D03-E,20,3,3,1.0,42;1337;2024,8,23
trained,D,email,D03-E,24,3,3,1.0,42;1337;2024,8,23
trained,D,email,D03-E,32,3,3,1.0,42;1337;2024,8,23
trained,D,email,D03-E,48,3,3,1.0,42;1337;2024,8,23
trained,D,email,D03-E,64,3,3,1.0,42;1337;2024,8,23
trained,D,ssn,D03-S,0,3,0,0.0,,8,18
trained,D,ssn,D03-S,1,3,0,0.0,,8,18
trained,D,ssn,D03-S,2,3,0,0.0,,8,18
trained,D,ssn,D03-S,3,3,0,0.0,,8,18
trained,D,ssn,D03-S,4,3,0,0.0,,8,18
trained,D,ssn,D03-S,6,3,0,0.0,,8,18
trained,D,ssn,D03-S,8,3,2,0.6666666666666666,42;1337,8,18
trained,D,ssn,D03-S,12,3,1,0.3333333333333333,2024,8,18
trained,D,ssn,D03-S,16,3,1,0.3333333333333333,2024,8,18
trained,D,ssn,D03-S,20,3,3,1.0,42;1337;2024,8,18
trained,D,ssn,D03-S,24,3,3,1.0,42;1337;2024,8,18
trained,D,ssn,D03-S,32,3,3,1.0,42;1337;2024,8,18
trained,D,ssn,D03-S,48,3,2,0.6666666666666666,1337;2024,8,18
trained,D,ssn,D03-S,64,3,3,1.0,42;1337;2024,8,18
trained,D,email,D25-E,0,3,0,0.0,,6,27
trained,D,email,D25-E,1,3,0,0.0,,6,27
trained,D,email,D25-E,2,3,0,0.0,,6,27
trained,D,email,D25-E,3,3,0,0.0,,6,27
trained,D,email,D25-E,4,3,0,0.0,,6,27
trained,D,email,D25-E,6,3,3,1.0,42;1337;2024,6,27
trained,D,email,D25-E,8,3,3,1.0,42;1337;2024,6,27
trained,D,email,D25-E,12,3,3,1.0,42;1337;2024,6,27
trained,D,email,D25-E,16,3,3,1.0,42;1337;2024,6,27
trained,D,email,D25-E,20,3,3,1.0,42;1337;2024,6,27
trained,D,email,D25-E,24,3,3,1.0,42;1337;2024,6,27
trained,D,email,D25-E,32,3,3,1.0,42;1337;2024,6,27
trained,D,email,D25-E,48,3,3,1.0,42;1337;2024,6,27
trained,D,email,D25-E,64,3,3,1.0,42;1337;2024,6,27
trained,D,ssn,D25-S,0,3,0,0.0,,8,22
trained,D,ssn,D25-S,1,3,0,0.0,,8,22
trained,D,ssn,D25-S,2,3,0,0.0,,8,22
trained,D,ssn,D25-S,3,3,0,0.0,,8,22
trained,D,ssn,D25-S,4,3,0,0.0,,8,22
trained,D,ssn,D25-S,6,3,0,0.0,,8,22
trained,D,ssn,D25-S,8,3,2,0.6666666666666666,1337;2024,8,22
